x,y,z,q1,q2,q3,q4,dx,dy,dz,dq1,dq2,dq3,dq4
-0.3155483706622542,-0.04286579259217127,0.786652263476191,0.135018896722496,-1.5125286961819315,-0.18532706328738774,-1.562080452598558,0.02683789174267065,-0.019164166107075248,0.023593699917133337,0.07661558243490502,0.05236557375169748,-0.020930541924898516,0.04840103227180226
-0.28443434731824113,-0.06442034516268533,0.8137401323242037,0.22272821230846523,-1.4523259530088986,-0.20926472624500245,-1.5064095485456233,0.001121566332889845,-0.03124660310916784,0.0194892491389399,0.10292253719500183,-0.054115108446290305,0.08330351883493511,0.028622728158389732
-0.283146582290151,-0.10008289007624042,0.8356963319575086,0.3397598553847601,-1.5148730512306703,-0.11365279483593553,-1.474173377881402,0.10480241685345859,0.03832245598636068,0.08863006109057359,-0.006385797992487285,0.09818855035699348,0.11252779170054605,0.11289720618961518
-0.1608825035301693,-0.055358298174106535,0.9349830970750074,0.33140143492805035,-1.4018143571048995,0.014287537032724422,-1.345165306482555,0.03057877597420708,0.008587053690095325,0.042647660835428924,0.01321561021417439,-0.030538785552168157,0.08722554170277791,0.11317568113381848
-0.1267912577061111,-0.045806046903187986,0.9827115191136299,0.34668059766045634,-1.4378862419485725,0.1130246704360375,-1.2167650428662822,0.0172566343271945,-0.00745210950832928,0.02911844168462474,0.10588407609921441,-0.03789564915753707,0.04569985555094622,0.11211234096544231
-0.10707109566332224,-0.05408883237434998,1.0154635819912485,0.46777301848004826,-1.4808694038667443,0.16450094573120494,-1.089516667943952,0.08664740950965746,0.04437637368741994,0.020828108827619207,-0.023877035911728628,0.06708190176091278,0.06776758273741929,0.04257587940733254
-0.007549047631565774,-0.0035475306091771325,1.0379610368668786,0.43930427316267884,-1.4036782141356112,0.24167173318437077,-1.041886338413528,0.132491874352145,0.06913168547220773,0.00758403572981825,0.04407478049119895,0.08087948749180573,0.11045906642809203,0.09500524797048138
0.1429636650546702,0.07627601818272578,1.0440016267211223,0.4901137709008723,-1.3118145664206045,0.36745863604046547,-0.9334727896537843,0.11301247253400379,0.0686856363387224,-0.03522431184952035,0.025164652685569278,0.11387278049295557,0.07262277111056414,0.010306201441044993
0.2703947994942809,0.1542545080348454,1.0022391277403058,0.5184298601289086,-1.1822359254377197,0.4494807517024254,-0.9226656187891624,-0.032148233856692326,0.019095423776126857,0.013383605185391056,0.11058519665496513,-0.1079529777693371,0.09967209749140782,0.06031773388543504
0.2324482605844247,0.17481742411616252,1.0177072160240117,0.6448247600148166,-1.3070149990327637,0.5629160294389883,-0.8536343085283291,0.006111864143812734,0.04962357062651401,-0.0062254737349221045,0.11008804337798528,-0.026072507415257018,0.05626509174581107,0.09743957697223293
