x,y,q1,q2,q3,dx,dy,dq1,dq2,dq3
-0.31233054517970127,-0.31161834387774,2.6126313786197715,1.3038269410000367,1.362505118717715,-0.050057146343078784,-0.008188274750981384,0.0005666147218974515,-0.05775897569426203,-0.08802807739700769
-0.3701333708887838,-0.3203961957224535,2.6130444407522093,1.2374127135193052,1.2613297561245067,-0.06696202882320557,0.007776655752207207,-2.736491376786887e-05,-0.0994476790261003,-0.07139980650901467
-0.44622455464631605,-0.3107114107761937,2.6130244917298686,1.1241792378012254,1.180546341521637,-0.04348881665623233,0.0016916741665772284,1.3216012617611739e-06,-0.028556082578633513,-0.10209823248637373
-0.49537485191603153,-0.30857061857977386,2.6130254551773477,1.092502536868686,1.0643317852480416,-0.07613911067639961,0.031749881486793696,-6.38277652953434e-08,-0.1114671454854742,-0.08863192443392576
-0.5817936986534341,-0.2712058708315723,2.6130254086466773,0.9650954523875824,0.9638881207969461,-0.06902482973166602,0.04293551530243783,3.0829565567103145e-09,-0.096571986141338,-0.10463583430442869
-0.6596218044391867,-0.22157587703728357,2.6130254108943434,0.8556950258774975,0.8449478605592504,-0.048996038357365546,0.04680423032282738,-1.4942536097350967e-10,-0.08783228980437241,-0.06854173226836258
-0.7146728626809957,-0.168007189650837,2.6130254107851485,0.756071508276111,0.7675229632909811,-0.03930601062826988,0.058073898427995485,7.737366303217641e-12,-0.11079380265989658,-0.02965340872615596
-0.75870407028206,-0.10164943748756966,2.613025410790997,0.6300783783783425,0.7342262094747518,-0.0381326811528081,0.07251462301141129,-4.769518113789672e-13,-0.10980615724137655,-0.0702395437210912
-0.8012161164100949,-0.01876019313268748,2.613025410790572,0.5054688890026172,0.654066668712859,-0.01926691207857234,0.04611885080428374,-3.419486915845482e-14,-0.049682266081424065,-0.07398784793931557
-0.8226577647164024,0.03342907315251431,2.613025410790496,0.4496765288562611,0.5700804438736902,-0.013884007558470635,0.04604302071635838,4.3520742565306136e-14,-0.04341970357435104,-0.0780060845931016
-0.8380653241445443,0.0858201405974609,2.6130254107904953,0.4004106827305688,0.4814988400336385,-0.008531956425426923,0.08288224207176906,7.682743330406083e-14,-0.103507905141065,-0.07742835358244587
-0.8467573631240395,0.18036660880943944,2.6130254107904625,0.28231963971391766,0.39362157782328727,0.004749619299285968,0.0843703709898615,-3.419486915845482e-14,-0.08885110421733408,-0.10784044113314056
-0.8403218110270809,0.27606350160098125,2.61302541079032,0.18165961174111153,0.2709107417635982,0.011050407433684573,0.05142593965287923,-4.8405723873656825e-14,-0.05586967895061026,-0.06475787216054185
-0.8274689090203597,0.3340413575812264,2.613025410790206,0.11856015149114876,0.19786062270021537,0.034585118154971894,0.08996156383031284,1.0524914273446484e-13,-0.1050743649452017,-0.11230604376822158
-0.7867605804374103,0.4360554408683565,2.613025410790169,-0.0012220120876744894,0.06987641090305921,0.03084479492064851,0.051573135455904806,-8.304468224196171e-14,-0.06024334723806043,-0.07996663863442482
-0.7515268191618157,0.49398078032186316,2.613025410790011,-0.06911470845076946,-0.02052902237804452,0.030313377664274443,0.03832033101650051,1.4654943925052066e-14,-0.03297833745450794,-0.0970674919252219
-0.716854576523958,0.5371429784969823,2.6130254107899717,-0.10631024945121706,-0.13090475071665592,0.04630735273145137,0.045060268222925304,9.50350909079134e-14,-0.05556459543131989,-0.10512013847641363
-0.6637369856502124,0.587897764813662,2.6130254107899877,-0.16962329109635832,-0.25028861147314097,0.05651389993995337,0.04284040931528221,5.81756864903582e-14,-0.08654720512970354,-0.0656728884940555
-0.5991700082125252,0.6359892896799294,2.613025410789953,-0.2681519688693923,-0.3244314795430309,0.04266039952106171,0.022520040030064026,-4.085620730620576e-14,-0.043396058089403944,-0.07616340377518599
-0.5507943038471226,0.6610922203486989,2.6130254107898656,-0.31695537675665875,-0.4110164022967715,0.05769613682624797,0.027127922944766625,1.0880185641326534e-13,-0.09562146873406885,-0.026183688644494496
0.7333015846558548,0.3200295845883238,0.6414410381457138,0.18289591955274778,-1.0932493747621315,-0.019831235811422432,0.03516538484755399,0.10420462947278186,-0.0942003560245965,0.021363161841140732
0.7102821347272198,0.3603076000035716,0.7610449135945114,0.0749422909925014,-1.0686936564720686,0.00984575724591119,0.019639719060326077,0.008622570653603279,-0.040242862645218605,0.11396367099989912
0.721621398188094,0.3824284603609761,0.7697765689067104,0.029880913914182572,-0.938433191945295,-0.009253260707658195,0.026071572602677895,0.05546166719341716,-0.059702796482072856,0.055708207311729874
0.7108131980575452,0.4120481410412606,0.8332763665258316,-0.03812609991646589,-0.8758514044226923,-0.046435284112980924,0.07622129197248734,0.10940161239512869,-0.012442351760810828,0.023784932158900984
0.6570935396057231,0.4986656426867125,0.9579536231249158,-0.051757795089524994,-0.8491254982837413,-0.018329887333997874,0.017941226461227477,0.07443008489690672,-0.07796836035795426,0.025071928522876208
0.6365893706850781,0.5183485235048998,1.0420491225020416,-0.1409493910232381,-0.8206342795599268,0.0053008851304672255,-0.007287988081921992,0.02460644947091506,-0.07504825214856298,0.046281168859573785
0.642776198192552,0.5098202672456881,1.0695087149928695,-0.22605322541067496,-0.7678923120722417,0.01057116929030344,-0.020729044276113773,0.02193001391842042,-0.09508966463750995,0.0442785212595066
