x,y,q1,q2,q3,dx,dy,dq1,dq2,dq3
0.3920932080218597,0.26343872370519206,-0.8308016114441796,1.5089163429729056,1.039269440233092,-0.04024260825064846,0.046390789131075194,0.10880606368027235,0.02951556520099352,-0.019322738446788446
0.3456666063645949,0.3161153307047275,-0.7060783826399942,1.5424743922040263,1.016978424458654,-0.060534276784312335,0.02655352215029716,0.084033898974892,0.04544761891270599,0.03347793735127236
0.27672065099031584,0.34531809491438514,-0.6110333442142161,1.5942156709362765,1.0555333421726276,-0.06267344183572626,-0.015583950696243853,-0.002794970358924398,0.07734667780491056,0.09455294081278032
0.2058685892640738,0.3266820894850696,-0.6150502760928357,1.682316907676075,1.1634272937361574,-0.05632668511910058,-0.015028079238006531,0.0012435591032997628,0.09321854119926032,0.04475978723296681
0.1421676438758914,0.3092342316033172,-0.6135356966479096,1.788261876693443,1.2136914670049717,-0.033219374298873144,-0.019802417657726556,0.03179674995752735,0.011738123306556991,0.09611895506760382
0.10531759458596048,0.28658248311737444,-0.5771460618648674,1.8,1.3233469335614525,-0.00799218228456243,-0.030965723257907474,-0.03392923948765414,-5.329070518200751e-15,0.10821970555325033
0.09648241858570569,0.25127272300486847,-0.6163382198688818,1.7999999999999936,1.4462631110825241,-0.032129037147549874,-0.016741615345556904,0.10993074816144977,-0.01780860708950871,0.10434147383953074
0.0636771807179326,0.2347015830265158,-0.49006879025108807,1.7712767015945001,1.5612811623749838,0.0008229825177442224,-0.0002450652620633875,-0.02047632430529578,0.01372291388157243,-0.013297106747613752
0.0646671020510553,0.23440559060853544,-0.5147272729292959,1.7878040300018416,1.5452747338898862,-0.0045852630280121265,0.0011969079344179567,0.11109337826685373,-0.07423869660125937,0.07282972279251032
0.05939679646172668,0.23577107787601415,-0.3872066802400564,1.702598696104325,1.6289788542835817,-0.0033546530594030996,0.0008011470171681023,0.0800208110166668,-0.053356922247008276,0.053290564152526754
0.05560357955940978,0.23667144139156165,-0.29679475709374664,1.6423251375686887,1.6892325134611057,0.0006455085120728177,-0.00016956671336793017,-0.01545099789305765,0.010298178801861235,-0.010287161761425523
0.05637426447297882,0.23646768480738686,-0.31525784158618975,1.6546327193018173,1.676944493582502,-0.0031447060832647186,0.0007122905854252959,0.07443277562962852,-0.04949766024002278,0.049970326215030836
0.05276180567351302,0.23728134807917645,-0.2298032270215398,1.5978203953035794,1.7343523341968035,-0.0018135754230547835,0.0003859846930632793,0.04264491491827685,-0.02826064912411108,0.028852975646951107
0.0507202817762811,0.23771409124027204,-0.18178877919194728,1.5660035759970299,1.7668526337347221,-0.0059678277497103235,0.0014025025537187374,0.02696244369148229,-0.0015745435081180315,0.0009175429292875847
0.04387394982098614,0.23928124383174693,-0.15131285228253438,1.5645572399044634,1.767632455024711,-4.431422754851838e-05,-7.918117954891501e-05,-0.008057200593302644,0.0066611380197709735,-0.006525128457693263
0.043892843099361104,0.23918820980394373,-0.16079949290397202,1.5721588745381463,1.7601530980408624,0.001009422314675129,-0.00019759083294229596,-0.023341945077727633,0.015438383924780918,-0.015722953769000902
0.04504403244287186,0.2389611136477717,-0.18742182732341633,1.5897681987627752,1.7422285704513802,-0.02868607624334432,0.0037633436457615577,0.10969202618668049,0.007475910952780218,-0.007962751763362697
0.012141558696936103,0.24297262369943884,-0.061572757043189014,1.5982180967538349,1.733273536006429,-0.00578839098605012,0.00012966764223543148,0.09092222442179124,-0.054103820544468606,0.05564559067297559
0.005828189158117698,0.24311446097835535,0.04134215831320711,1.536201160951814,1.797078721104686,-0.0048741976202049545,8.036419094781255e-05,0.023589351656009123,-0.00286138846995998,0.002910591973708021
0.0003108833848538689,0.2431942591797263,0.06746452798566877,1.5334313271474922,1.799902506802404,0.0003783861380507198,-1.1236493558858252e-05,-0.014316149540644856,0.010277061136590548,-0.010560971784216555
0.0007920546327489786,0.24318152994603492,0.05088360954318833,1.5451924846423253,1.7878175541693322,-0.01793866992459482,-0.0004970972242253902,0.08880369328467891,-0.012172868431359785,0.01218244591841744
-0.0203123537753408,0.24244008551579807,0.15273862016335585,1.5330192970391856,1.8000000000877496,-0.02001945460292606,-0.0025860024727541453,0.08257197010854911,0.00040861140760495296,-0.00018680887144162384
-0.04295133421742257,0.23939122660443496,0.2463221397672738,1.5333746875867837,1.7998940905804433,-0.0005241178576319838,-0.00012433469982647827,-0.012703190396675473,0.01202843654240171,-0.012299559633977442
-0.043357101438180834,0.2392870898063584,0.23095950138409665,1.5471481735234298,1.7858029559833972,-0.005843935524945429,-0.001045075757220515,0.041644970011776805,-0.013949892833579725,0.014081645732419323
-0.05067631917559656,0.23791974520254322,0.2788434044912802,1.5331839384221124,1.799942695432989,-0.023534445359634976,-0.006286238292156882,0.1001533803459323,4.928373679469189e-05,3.829014612866111e-05
-0.07746297649070122,0.23055762916241904,0.3930641315540895,1.5332537160316622,1.799988093695799,-9.73656266357592e-05,-7.345656237753295e-05,-0.0303426557276823,0.02484926105986851,-0.025444114852033017
-0.07733077068129328,0.23055940574265998,0.35727635780127,1.561693378413301,1.7708676412621593,-0.0010092352576723945,-0.00034761698472979274,0.024526511643156,-0.016220749430601478,0.016684567560906638
-0.07850179770643895,0.23015544959410156,0.3857648603256405,1.5428510588840274,1.7902555792117276,-0.007930044200037123,-0.00281107871047262,0.046371842668349816,-0.009514023052645149,0.009656466026173982
