x,y,z,q1,q2,q3,q4,q5,q6,dx,dy,dz,dq1,dq2,dq3,dq4,dq5,dq6
-0.18309344635853847,-0.4716619392064616,0.6813907679908905,0.5807082090239308,-0.2631846339974687,-1.4932295475542443,-1.0785484747498595,-0.3262235069510501,-1.3687336104481702,-0.03780055311995617,-0.02496272644506259,-0.10266034066087226,0.00022157141077339126,-0.1074660505548205,-0.0005697475336863267,-0.0851120257218898,-0.00012447199933612874,-0.0005222454740712035
-0.22491568211393104,-0.49922153817876586,0.5637932008904447,0.5808697345824663,-0.3861997677716698,-1.4936448935729447,-1.175837082366768,-0.3263142471155713,-1.3691143273951514,0.00168532215008943,0.0011139668219520282,-0.08038868361254248,-1.0700891353354613e-05,-0.02914812108414294,2.751605045858696e-05,-0.10415823575162153,6.0112465112283076e-06,2.5222101827315768e-05
-0.22208360175267844,-0.49735692496517736,0.47298402421596053,0.5808619336325879,-0.4184236508724233,-1.4936248344335266,-1.2942034024224396,-0.3263098649865761,-1.3690959404734049,0.008888422101839155,0.005834005199751413,-0.09117671820400086,5.168045690284728e-07,-0.05637683312005659,-1.3290511327035404e-06,-0.10626948918052337,-2.9048991512237166e-07,-1.2180892063895499e-06
-0.21103211870571822,-0.4901029843244565,0.36969984599750777,0.5808623103832038,-0.48275140512658904,-1.4936258033683918,-1.4148366347074572,-0.32631007681855795,-1.3690968284502,0.015322278929499417,0.01005758537350393,-0.0726986530111075,-2.4959517674894016e-08,-0.06143408481763729,6.404994712383427e-08,-0.08020095919888637,1.3880600613358496e-08,5.886560949797115e-08
-0.19302944306918904,-0.4782859869367169,0.28769637597940634,0.5808622921876218,-0.5525086098714413,-1.4936257567274573,-1.5056078476228734,-0.32631006675419366,-1.3690967855215304,0.03411042972360559,0.0223901389761455,-0.07509673290143795,1.2056459164355715e-09,-0.05353703887272798,-3.2168099295404318e-09,-0.10455838981754906,-8.007269847176701e-10,-2.805011556361592e-09
-0.15343576402960987,-0.4522966342714895,0.20307399618787542,0.5808622930666502,-0.6131954894585264,-1.4936257591178725,-1.624551484072352,-0.326310067384841,-1.3690967875510092,0.02228957608847512,0.014630912874295243,-0.056488161672089726,-5.846512163287798e-11,-0.10249650247468345,4.503597494931455e-11,-0.04425034022267216,-5.97706328875347e-11,1.8447932070841944e-10
-0.1278363962115245,-0.4354931689039928,0.13949803510130135,0.5808622930239202,-0.730031729288503,-1.49362575912675,-1.6741548711991179,-0.326310067462525,-1.369096787396755,0.037721266640732734,0.02476029880958147,-0.04584451803726036,3.1019631308026874e-12,-0.06697657718281169,-1.0236500536109361e-10,-0.06893709468620735,-6.809464103696428e-11,3.7615244252720004e-11
-0.08453358160014283,-0.4070691332185349,0.08812801963766692,0.5808622930263171,-0.8056617849361606,-1.493625759238402,-1.7526962330876343,-0.32631006753587505,-1.3690967873511346,0.031314464858156865,0.020554864035092824,-0.029847491805444576,-2.071676163950542e-13,-0.061957476913392484,-8.397305073515327e-11,-0.04730376691247784,-4.2250924980891114e-11,4.607403347733907e-11
-0.0520482941348368,-0.3857457393804333,0.0561446278732262,0.5808622930261432,-0.8759662194158416,-1.4936257593333253,-1.8000000000001115,-0.3263100675816219,-1.369096787298893,0.015282345275863668,0.010031355355724414,-0.024814201681461243,-6.526668094863908e-12,-0.10076587012031424,5.907567768304034e-10,2.1818102879933576e-12,1.7335838320420294e-09,-2.008855748414362e-09
-0.16451027141559685,-0.16512115878951392,0.19745069687536146,0.42641391139312285,-1.7472812780180205,-0.07496404402147717,-1.524339802970579,-1.7179113947278997,-0.27787041286890757,-0.04817869220819557,-0.017018313756577336,-0.004250320025651844,-0.016207518637768203,-0.052718721982230266,0.00037064365308321634,0.0838956913330875,-0.000504646395566688,0.00028997553417120514
-0.21996949536371696,-0.18462799073576763,0.19454492360090414,0.4078664785428987,-1.8000000000002523,-0.07469384495069607,-1.4282527122695836,-1.7182792819447232,-0.2776590206980951,-0.07401289099685543,-0.005621709957357918,0.01625826814539666,-0.07055702845576167,-1.3988810110276972e-14,-1.7900824754821243e-05,0.10844819873238376,2.437213775863256e-05,-1.4004487771113183e-05
-0.3041822240199949,-0.1900982621740351,0.21357550623830762,0.32724674396161596,-1.800000000000268,-0.07470689482093919,-1.3049751524650233,-1.718261514652099,-0.27766922996525734,-0.04528519657193403,0.018211221680779183,0.011168797550520582,-0.08289233473128924,-6.217248937900877e-15,8.640853517288827e-07,0.053948572372692016,-1.1770558943080545e-06,6.763713159552154e-07
-0.355166609626964,-0.16883233694352673,0.2262556596889686,0.23307477688535894,-1.800000000000275,-0.0747062650764507,-1.244299472635673,-1.7182623727233806,-0.2776687368831775,-0.03922576557769203,0.03201496957052832,0.010324457307548301,-0.097447323342607,-4.440892098500626e-15,-4.219483563938642e-08,0.043195965550459015,5.6852566210352506e-08,-3.265292580767465e-08
-0.39941805299971683,-0.13195803301433978,0.23803921490144986,0.12232646034138367,-1.8000000000002803,-0.07470629601802725,-1.1953355753062962,-1.7182623312758198,-0.2776687606823252,-0.017915788603692584,0.044486756044094744,0.0026765995367686313,-0.10979402257234396,-1.1102230246251565e-15,1.5722605162249437e-09,0.010393271812892957,-2.7424107429396827e-09,1.5962612898157147e-09
-0.41920185682811556,-0.08122433876230077,0.24099747488394146,-0.002409895245853125,-1.8000000000002814,-0.07470629505236916,-1.183862169294359,-1.7182623332738727,-0.27766875951093356,-0.042052127008907425,0.04692838240685518,0.018240025440429408,-0.10211670360794485,-6.439293542825908e-15,-5.529299379469776e-10,0.06531925979215303,1.3454726222050795e-10,-6.373812588833516e-11
-0.4667450688019961,-0.027369025232283448,0.26205424583636994,-0.11823342329130834,-1.8000000000002887,-0.07470629564297804,-1.1091466711764488,-1.718262333175582,-0.2776687595523074,-0.04898062372110862,0.06391978001550311,0.03125063574003639,-0.11225380614068894,-7.993605777301127e-15,-4.739184600310864e-10,0.09537530271390726,-1.1727285809115529e-11,1.700201091026088e-11
-0.5215791575849138,0.04604411778558459,0.29798066231927944,-0.24575632840779457,-1.8000000000002976,-0.07470629618595398,-1.0006313245115435,-1.7182623331870972,-0.2776687595340631,-0.005260566698792046,0.04933990227257887,0.008702447135690627,-0.08755614296994832,-1.7763568394002505e-15,-4.927809688082263e-10,0.02383178609050285,-7.642553256914653e-12,1.318639641922914e-11
-0.5268605867639097,0.10188975083497373,0.30760616078503167,-0.34488266191183187,-1.8000000000002996,-0.07470629674567482,-0.974316424881622,-1.718262333196058,-0.2776687595190028,-0.033054434112519404,0.07284917648977182,0.04227482353036849,-0.09828451989740866,-6.439293542825908e-15,-5.085876997323879e-10,0.10622961409648812,-1.357869372498044e-11,1.3598677739423692e-11
-0.5636775391034151,0.18524930186176658,0.35637171964580044,-0.4565680882065765,-1.8000000000003067,-0.07470629732609595,-0.8528594468336037,-1.7182623332128244,-0.27766875950346087,-0.009351036600590668,0.04890243431200958,0.026452059875563705,-0.06458771968558147,-2.6645352591003757e-15,-5.263198349370057e-10,0.05974238276287591,-2.1192825272464688e-11,1.3821999100827043e-11
-0.5737721238322206,0.24053836918120164,0.3862700698570195,-0.5295323320407497,-1.8000000000003096,-0.07470629792481381,-0.7855789191666714,-1.7182623332375464,-0.277668759487699,-0.013531485557818135,0.0682078922276087,0.05107714408197722,-0.07872152330751014,-3.1086244689504383e-15,-5.420764254138177e-10,0.10639702441690091,-2.952504907227649e-11,1.3826162437169387e-11
